,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
66903,L,300.6,311.7,1692,39.8,94,0,0,0,0,0
66904,M,300.9,311.6,1456,46.2,148,0,0,0,0,0
66905,L,297.4,308.4,1653,30.0,73,0,0,0,0,0
66906,L,299.9,309.5,1388,48.1,165,0,0,0,0,0
66907,L,297.4,308.5,1491,45.2,130,0,0,0,0,0
66908,L,300.7,310.8,2113,18.5,119,0,0,0,0,0
66909,L,297.5,308.5,1466,50.7,108,0,0,0,0,0
66910,L,297.4,308.2,1555,36.2,77,0,0,0,0,0
66911,L,302.3,310.7,1740,27.5,137,0,0,0,0,0
66912,L,298.8,310.0,1462,47.4,183,0,0,0,0,0
66913,L,297.6,309.4,1390,46.4,67,0,0,0,0,0
66914,L,299.8,309.5,1383,48.7,7,0,0,0,0,0
66915,L,297.9,309.0,1470,40.6,174,0,0,0,0,0
66916,L,299.9,309.1,1485,35.1,191,0,0,0,0,0
66917,M,298.9,308.2,1335,47.8,50,0,0,0,0,0
66918,L,300.2,309.4,1596,31.2,39,0,0,0,0,0
66919,M,300.6,311.0,1466,42.0,121,0,0,0,0,0
66920,L,296.2,307.2,1445,42.3,5,0,0,0,0,0
66921,L,302.0,310.8,1372,44.0,146,0,0,0,0,0
66922,L,300.5,309.7,1441,48.8,198,0,0,0,0,0
66923,L,298.5,308.9,1562,38.1,162,0,0,0,0,0
66924,M,302.7,312.0,1652,40.0,81,0,0,0,0,0
66925,M,298.9,309.8,1576,37.9,82,0,0,0,0,0
66926,L,302.4,311.1,1448,39.4,195,0,0,0,0,0
66927,L,296.8,308.0,1561,42.4,168,0,0,0,0,0
66928,M,300.2,311.6,1513,40.8,104,0,0,0,0,0
66929,M,301.5,310.5,1442,43.8,186,0,0,0,0,0
66930,L,302.1,310.6,1354,51.2,12,0,0,0,0,0
66931,L,300.5,310.5,1491,43.8,171,0,0,0,0,0
66932,L,298.5,309.7,1570,34.9,150,0,0,0,0,0
66933,L,301.0,310.8,1375,57.2,7,0,0,0,0,0
66934,L,296.6,307.6,1621,28.8,108,0,0,0,0,0
66935,L,302.4,311.0,1465,48.6,2,0,0,0,0,0
66936,L,298.8,310.0,2098,19.6,94,0,0,0,0,0
66937,M,300.4,309.9,1415,31.8,0,0,0,0,0,0
66938,L,300.9,310.9,1601,36.6,0,0,0,0,0,0
66939,M,297.6,308.3,1435,53.7,61,0,0,0,0,0
66940,L,302.5,311.5,1352,58.0,213,0,0,0,1,0
66941,L,298.5,309.5,1484,38.1,176,0,0,0,0,0
66942,L,298.7,309.9,1546,38.1,205,0,0,0,0,0
66943,H,295.5,305.9,1645,31.5,137,0,0,0,0,0
66944,L,296.6,307.4,1504,45.8,5,0,0,0,0,0
66945,L,300.0,311.9,1428,39.7,119,0,0,0,0,0
66946,L,296.2,307.2,1646,35.0,192,0,0,0,0,0
66947,L,298.9,308.6,1452,49.5,79,0,0,0,0,0
66948,L,297.8,307.5,1488,42.0,144,0,0,0,0,0
66949,L,300.6,311.5,1356,48.0,204,0,0,0,0,0
66950,L,296.7,307.9,1535,38.2,143,0,0,0,0,0
66951,M,299.8,309.2,1738,25.6,90,0,0,0,0,0
66952,L,300.0,309.6,1728,41.2,37,0,0,0,0,0
66953,L,296.8,307.9,1614,33.7,118,0,0,0,0,0
66954,M,299.4,309.3,1597,30.3,115,0,0,0,0,0
66955,M,300.8,312.2,1469,25.7,150,0,0,0,0,0
66956,L,301.2,310.7,1385,52.4,44,0,0,0,0,0
66957,L,302.0,310.8,1505,41.2,33,0,0,0,0,0
66958,M,302.7,311.6,1573,33.5,171,0,0,0,0,0
66959,H,301.0,310.1,1505,41.5,3,0,0,0,0,0
66960,L,301.2,310.4,1540,33.9,7,0,0,0,0,0
66961,M,297.6,308.5,1617,30.8,2,0,0,0,0,0
66962,L,298.6,309.8,1393,41.3,171,0,0,0,0,0
66963,M,302.5,312.1,1620,32.0,64,0,0,0,0,0
66964,L,300.6,311.8,1542,41.6,17,0,0,0,0,0
66965,L,298.9,310.0,1479,47.4,7,0,0,0,0,0
66966,H,303.3,312.6,1284,57.8,125,0,0,0,0,0
66967,L,301.4,310.8,1543,44.0,97,0,0,0,0,0
66968,L,297.7,308.9,1460,49.9,92,0,0,0,0,0
66969,L,298.4,309.4,1372,50.0,201,0,0,0,0,0
66970,L,300.2,311.3,1515,38.8,52,0,0,0,0,0
66971,H,302.1,311.1,1355,51.5,203,0,1,0,0,0
66972,M,299.7,310.5,1483,39.2,141,0,0,0,0,0
66973,L,301.1,311.6,1544,43.4,5,0,0,0,0,0
66974,L,297.4,309.0,1433,43.2,161,0,0,0,0,0
66975,L,303.7,312.3,1459,38.8,154,0,0,0,0,0
66976,L,303.4,312.9,1458,53.3,25,0,0,0,0,0
66977,L,300.9,311.9,1425,44.9,98,0,0,0,0,0
66978,L,298.1,308.6,1461,40.1,146,0,0,0,0,0
66979,M,303.9,313.1,1425,45.9,137,0,0,0,0,0
66980,M,300.9,309.7,1511,35.2,150,0,0,0,0,0
66981,L,299.9,309.4,1395,50.2,59,0,0,0,0,0
66982,L,299.4,309.1,2170,18.6,158,0,0,0,0,0
66983,L,297.8,308.3,1498,52.1,160,0,0,0,0,0
66984,M,298.7,308.3,1349,43.6,74,0,0,0,0,0
66985,L,298.8,309.3,1557,39.4,74,0,0,0,0,0
66986,M,296.3,307.3,1604,39.5,5,0,0,0,0,0
66987,L,298.0,309.0,1806,25.7,123,0,0,0,0,0
66988,L,302.0,311.0,1416,48.0,168,0,0,0,0,0
66989,M,300.5,311.6,1313,56.5,87,0,0,0,0,0
66990,L,300.7,309.5,1503,42.5,104,0,0,0,0,0
66991,L,297.8,308.4,1539,36.2,92,0,0,0,0,0
66992,L,302.4,310.1,1369,51.0,189,0,1,0,0,0
66993,L,301.1,312.4,1518,38.6,59,0,0,0,0,0
66994,L,303.7,312.0,1368,49.4,117,0,0,0,0,0
66995,L,299.8,310.3,1474,47.3,149,0,0,0,0,0
66996,M,302.0,310.8,1435,40.7,10,0,0,0,0,0
66997,L,300.7,310.2,1489,43.9,80,0,0,0,0,0
66998,L,303.8,312.5,1404,44.0,154,0,0,0,0,0
66999,L,300.2,311.6,1540,37.0,153,0,0,0,0,0
67000,L,299.6,309.5,1803,27.7,101,0,0,0,0,0
67001,M,302.3,311.6,1535,38.2,123,0,0,0,0,0
67002,L,298.9,310.1,1385,42.6,61,0,0,0,0,0
67003,L,301.7,310.5,1635,30.8,32,0,0,0,0,0
67004,L,298.8,310.5,1465,46.4,207,0,0,0,0,0
67005,L,298.6,309.2,1452,39.2,42,0,0,0,0,0
67006,L,301.0,311.0,1427,56.0,33,0,0,0,0,0
67007,M,300.9,309.5,1758,26.8,76,0,0,0,0,0
67008,M,302.0,310.9,1560,37.8,218,0,0,0,0,0
67009,L,297.5,308.4,1384,42.5,25,0,0,0,0,0
67010,H,299.7,310.6,1434,45.1,24,0,0,0,0,0
67011,M,300.1,311.4,1448,44.3,52,0,0,0,0,0
67012,M,301.3,311.4,1284,53.1,215,0,0,0,0,0
67013,L,300.2,309.4,1526,32.6,46,0,0,0,0,0
67014,L,300.4,309.2,1470,46.4,52,0,0,0,0,0
67015,H,299.3,309.0,1508,35.8,74,0,0,0,0,0
67016,M,298.9,308.3,1560,33.7,176,0,0,0,0,0
67017,L,297.9,309.2,1403,52.9,34,0,0,0,0,0
67018,H,298.0,309.0,1622,37.7,36,0,0,0,0,0
67019,L,300.4,311.8,1470,36.1,0,0,0,0,0,0
67020,M,300.0,309.7,1379,54.6,108,0,0,0,0,0
67021,M,297.4,308.5,1529,40.7,40,0,0,0,0,0
67022,L,304.0,313.3,1532,34.8,211,0,0,0,0,0
67023,M,304.0,313.0,1454,46.4,150,0,0,0,0,0
67024,H,299.0,310.2,1771,26.8,226,0,0,0,0,0
67025,L,298.5,309.0,1429,46.0,170,0,0,0,0,0
67026,L,303.6,311.7,1446,42.7,72,0,0,0,0,0
67027,L,298.2,308.9,1987,19.8,9,0,0,0,0,0
67028,M,300.4,309.8,1635,38.3,56,0,0,0,0,0
67029,L,298.1,307.5,1391,57.4,48,0,0,0,0,0
67030,M,299.7,311.2,1480,46.4,98,0,0,0,0,0
67031,L,299.6,311.0,1605,34.1,135,0,0,0,0,0
67032,M,300.5,309.2,1623,34.6,129,0,0,0,0,0
67033,L,300.4,311.7,1339,57.9,148,0,0,0,0,0
67034,L,299.0,310.4,1557,36.6,181,0,0,0,0,0
67035,L,300.6,310.2,1499,36.8,8,0,0,0,0,0
67036,L,300.4,311.1,1498,45.3,193,0,0,0,0,0
67037,L,299.8,309.8,1542,37.0,146,0,0,0,0,0
67038,M,301.5,310.6,1629,31.3,100,0,0,0,0,0
67039,L,300.4,309.5,1431,38.9,37,0,0,0,0,0
67040,L,299.2,308.5,1405,47.5,33,0,0,0,0,0
67041,L,296.6,307.4,1335,57.8,112,0,0,0,0,0
67042,L,298.4,308.8,1391,44.1,76,0,0,0,0,0
67043,L,300.5,310.4,1960,21.0,194,0,0,0,0,0
67044,L,301.0,312.2,1645,32.4,57,0,0,0,0,0
67045,L,301.1,311.1,1429,57.5,123,0,0,0,0,0
67046,L,300.1,309.1,1570,35.5,160,0,0,0,0,0
67047,M,298.3,307.9,1448,37.8,37,0,0,0,0,0
67048,M,298.8,309.7,1559,48.5,138,0,0,0,0,0
67049,M,301.0,310.9,1374,52.2,9,0,0,0,0,0
67050,L,298.8,308.9,1398,32.7,0,0,0,0,0,0
67051,L,300.6,309.6,1517,53.6,66,0,0,0,0,0
67052,L,297.3,308.1,1566,35.7,154,0,0,0,0,0
67053,M,302.5,311.1,1432,44.5,195,0,0,0,0,0
67054,L,301.3,311.2,1700,28.8,39,0,0,0,0,0
67055,M,299.2,308.4,1376,47.2,13,0,0,0,0,0
67056,L,302.3,311.3,1621,31.6,24,0,0,0,0,0
67057,L,301.4,310.4,1335,57.3,65,0,1,0,0,0
67058,L,299.3,308.6,1386,45.4,126,0,0,0,0,0
67059,L,301.5,310.5,1433,49.9,129,0,0,0,0,0
67060,H,300.2,309.6,1453,48.1,66,0,0,0,0,0
67061,L,297.2,308.7,1375,48.4,143,0,0,0,0,0
67062,L,301.0,311.4,1876,22.5,75,0,0,0,0,0
67063,L,302.3,311.7,1549,37.5,91,0,0,0,0,0
67064,L,301.2,310.4,1357,49.8,115,0,0,0,0,0
67065,L,300.4,311.7,1783,25.1,135,0,0,0,0,0
67066,L,300.6,310.4,1459,47.7,120,0,0,0,0,0
67067,L,298.3,308.5,1477,35.0,67,0,0,0,0,0
67068,L,300.2,309.8,1771,26.8,133,0,0,0,0,0
67069,L,301.8,310.9,1597,36.9,146,0,0,0,0,0
67070,M,303.6,312.8,1645,28.6,27,0,0,0,0,0
67071,H,299.6,309.1,1532,41.3,0,0,0,0,0,0
67072,H,300.4,311.9,1390,47.3,85,0,0,0,0,0
67073,H,298.9,310.2,1663,30.4,209,0,0,0,0,0
67074,L,300.2,309.6,1383,46.5,55,0,0,0,0,0
67075,L,303.0,311.2,1422,45.7,184,0,0,0,0,0
67076,L,300.4,309.3,1618,31.6,9,0,0,0,0,0
67077,L,302.6,311.0,1424,37.9,144,0,0,0,0,0
67078,L,299.2,308.5,1541,43.2,50,0,0,0,0,0
67079,L,302.2,311.3,1594,34.7,153,0,0,0,0,0
67080,L,300.9,310.8,1438,43.0,59,0,0,0,0,0
67081,L,300.7,310.3,1361,46.4,144,0,0,0,0,0
67082,L,300.3,309.3,1462,42.2,194,0,0,0,0,0
67083,L,300.0,310.1,1728,34.6,165,0,0,0,0,0
67084,L,303.7,312.4,1584,33.5,108,0,0,0,0,0
67085,L,298.6,309.5,1312,50.0,126,0,0,0,0,0
67086,L,301.0,310.8,1544,34.9,196,0,0,0,0,0
67087,M,297.8,309.1,1822,24.6,2,0,0,0,0,0
67088,L,298.2,308.7,1408,42.7,9,0,0,0,0,0
67089,L,297.6,308.8,1454,50.1,168,0,0,0,0,0
67090,L,300.2,311.7,1470,44.1,46,0,0,0,0,0
67091,M,298.1,307.9,1343,56.1,44,0,0,0,0,0
67092,L,297.1,308.4,1488,42.5,139,0,0,0,0,0
67093,M,298.0,308.5,1415,43.0,24,0,0,0,0,0
67094,L,300.6,310.4,1457,47.7,164,0,0,0,0,0
67095,M,299.2,308.8,1457,42.6,109,0,0,0,0,0
67096,M,302.6,312.1,1456,42.0,210,0,0,0,0,0
67097,L,301.9,310.6,1416,49.0,208,0,0,0,0,0
67098,M,300.4,311.6,1362,47.6,188,0,0,0,0,0
67099,M,300.2,310.1,1356,47.7,30,0,0,0,0,0
67100,L,301.1,311.8,1435,45.1,202,0,0,0,0,0
67101,M,298.0,308.7,1495,35.1,176,0,0,0,0,0
67102,L,297.4,308.5,1382,43.9,47,0,0,0,0,0
67103,L,301.9,310.6,1473,33.4,87,0,0,0,0,0
67104,L,302.4,310.5,1565,41.4,85,0,0,0,0,0
67105,L,300.9,310.5,1601,35.8,183,0,0,0,0,0
67106,L,300.8,310.9,1642,29.8,59,0,0,0,0,0
67107,M,297.9,307.4,1487,41.0,0,0,0,0,0,0
67108,L,302.3,311.6,1499,41.2,29,0,0,0,0,0
67109,L,299.1,310.6,1818,33.1,173,0,0,0,0,0
67110,L,298.5,309.5,1529,38.1,160,0,0,0,0,0
67111,M,303.1,311.2,1386,45.1,207,1,0,0,0,0
67112,L,301.1,311.1,1608,29.8,7,0,0,0,0,0
67113,M,300.4,310.0,1742,28.4,183,0,0,0,0,0
67114,L,297.8,309.8,1533,38.1,198,0,0,0,0,0
67115,M,302.1,311.2,1383,54.5,152,0,0,0,0,0
67116,L,300.3,310.7,1628,32.3,123,0,0,0,0,0
67117,M,302.3,310.9,1336,57.2,111,0,0,0,0,0
67118,M,301.3,310.1,1413,46.7,197,0,0,0,0,0
67119,M,303.1,312.6,1567,35.5,113,0,0,0,0,0
67120,M,301.2,310.6,1296,54.4,67,0,0,0,0,0
67121,L,303.7,312.7,1468,41.9,168,0,0,0,0,0
67122,L,303.9,313.1,1327,55.7,180,0,0,0,0,0
67123,M,298.1,307.9,1373,48.1,176,0,0,0,0,0
67124,L,300.8,311.7,1414,40.7,10,0,0,0,0,0
67125,L,297.3,308.4,1668,31.6,29,0,0,0,0,0
67126,L,300.6,310.8,1396,49.3,73,0,0,0,0,0
67127,L,300.8,310.6,1375,46.3,175,0,0,0,0,0
67128,L,296.8,307.8,1617,39.5,124,0,0,0,0,0
67129,L,298.2,307.6,1569,34.6,82,0,0,0,0,0
67130,L,299.4,308.5,1573,36.1,61,0,0,0,0,0
67131,H,300.5,312.0,1607,33.6,108,0,0,0,0,0
67132,L,298.3,308.9,1357,36.7,190,0,0,0,0,0
67133,L,303.5,312.2,1610,35.6,156,0,0,0,0,0
67134,L,301.8,310.7,1487,40.7,58,0,0,0,0,0
67135,M,299.0,310.4,1433,46.9,160,0,0,0,0,0
67136,L,300.9,310.7,1412,57.5,16,0,0,0,0,0
67137,M,300.7,310.5,1425,40.7,124,0,0,0,0,0
67138,L,300.1,309.3,1441,43.8,141,0,0,0,0,0
67139,L,300.7,311.1,1264,60.7,102,0,0,0,0,0
67140,L,297.4,308.5,1480,41.2,112,0,0,0,0,0
67141,M,298.9,310.5,1553,38.0,112,0,0,0,0,0
67142,L,297.8,307.4,1418,45.6,142,0,0,0,0,0
67143,L,303.0,312.2,1873,24.7,125,0,0,0,0,0
67144,H,299.9,310.3,1420,47.1,169,0,0,0,0,0
67145,M,302.0,310.5,1823,50.3,87,0,0,0,0,0
67146,L,297.4,308.7,1402,47.5,119,0,0,0,0,0
67147,M,300.0,310.2,1480,38.1,9,0,0,0,0,0
67148,L,300.0,310.1,1426,50.4,202,0,0,0,0,0
67149,L,302.3,311.4,1436,44.4,47,0,0,0,0,0
67150,L,302.4,311.0,1498,47.8,161,0,0,0,0,0
67151,H,299.2,310.6,1304,59.5,0,0,0,0,0,0
67152,H,298.8,310.3,1567,33.9,50,0,0,0,0,0
67153,L,299.9,310.5,1611,32.7,153,0,0,0,0,0
67154,L,302.7,311.1,1418,47.4,135,0,0,0,0,0
67155,L,301.0,310.8,1497,41.4,121,0,0,0,0,0
67156,L,298.3,310.1,1545,37.1,2,0,0,0,0,0
67157,L,300.4,311.7,1497,44.5,129,0,0,0,0,0
67158,L,299.3,308.8,1550,37.0,170,0,0,0,0,0
67159,L,298.8,308.7,1512,35.2,47,0,0,0,0,0
67160,L,298.2,308.1,1304,49.8,45,0,0,0,0,0
67161,L,300.7,310.7,1529,36.5,177,0,0,0,0,0
67162,L,298.0,307.7,1498,41.8,202,0,0,0,0,0
67163,L,298.2,308.8,1511,60.9,134,0,0,0,0,0
67164,M,298.8,309.9,1582,35.2,109,0,0,0,0,0
67165,L,299.0,310.1,1309,50.8,44,0,0,0,0,0
67166,L,300.6,310.9,1353,49.5,0,0,0,0,0,0
67167,L,298.1,307.7,1488,48.2,109,0,0,0,0,0
67168,L,302.2,310.1,1360,48.1,20,0,1,0,0,0
67169,L,302.1,311.2,1454,50.3,11,0,0,0,0,0
67170,L,299.1,310.1,1435,36.1,198,0,0,0,0,0
67171,M,297.5,308.5,1471,41.6,118,0,0,0,0,0
67172,L,300.2,311.5,1426,43.2,148,0,0,0,0,0
67173,M,301.3,310.3,1481,44.9,12,0,0,0,0,0
67174,L,300.0,311.3,1530,37.6,83,0,0,0,0,0
67175,M,297.7,307.1,1924,20.7,50,0,0,0,0,0
67176,L,301.5,310.9,1509,41.7,16,0,0,0,0,0
67177,L,296.8,307.9,1390,48.8,109,0,0,0,0,0
67178,L,300.6,310.4,1658,31.1,98,0,0,0,0,0
67179,M,299.3,310.5,1641,31.8,15,0,0,0,0,0
67180,M,297.4,308.8,1798,23.0,135,0,0,0,0,0
67181,M,298.2,308.4,1704,30.5,181,0,0,0,0,0
67182,L,297.4,308.5,1357,50.7,108,0,0,0,0,0
67183,M,299.3,308.8,1557,33.8,82,0,0,0,0,0
67184,M,301.6,310.4,1377,44.9,204,0,0,0,0,0
67185,L,300.9,310.8,1452,43.7,173,0,0,0,0,0
67186,H,300.5,311.7,1500,36.7,87,0,0,0,0,0
67187,L,301.8,311.0,1692,27.7,57,0,0,0,0,0
67188,M,298.2,308.9,1519,34.8,9,0,0,0,0,0
67189,L,297.5,308.9,1466,44.2,163,0,0,0,0,0
67190,L,300.7,311.5,1482,37.7,192,0,0,0,0,0
67191,M,300.9,310.8,1296,49.7,26,0,0,0,0,0
67192,L,302.8,312.3,1517,42.6,232,0,0,0,0,0
67193,L,298.0,309.2,1598,29.3,99,0,0,0,0,0
67194,L,302.0,310.6,1559,36.0,90,0,0,0,0,0
67195,M,299.4,308.8,1532,42.2,85,0,0,0,0,0
67196,M,301.4,311.1,1409,43.6,166,0,0,0,0,0
67197,L,301.2,309.7,1520,38.9,141,0,0,0,0,0
67198,L,301.5,310.8,1557,33.0,118,0,0,0,0,0
67199,H,303.3,312.6,1605,35.0,132,0,0,0,0,0
67200,M,297.5,308.6,1371,47.0,124,0,0,0,0,0
67201,L,301.6,311.3,1513,42.4,88,0,0,0,0,0
67202,L,300.1,309.3,1918,21.5,98,0,0,0,0,0
67203,M,299.6,310.1,1566,31.1,96,0,0,0,0,0
67204,M,300.5,310.4,1357,51.8,67,0,0,0,0,0
67205,H,301.1,311.0,1413,46.3,30,0,0,0,0,0
67206,L,297.1,308.4,1422,42.4,148,0,0,0,0,0
67207,L,297.3,308.6,1549,35.2,218,0,0,0,0,0
67208,L,300.7,310.2,1589,34.9,170,0,0,0,0,0
67209,L,297.5,308.5,1526,36.2,77,0,0,0,0,0
67210,L,299.1,308.6,1455,39.8,60,0,0,0,0,0
67211,L,301.2,310.3,1549,41.6,61,0,0,0,0,0
67212,M,299.1,308.9,1318,49.5,166,0,0,0,0,0
67213,L,302.3,311.7,1785,25.1,197,0,0,0,0,0
67214,L,297.6,308.7,1591,32.9,171,0,0,0,0,0
67215,L,301.0,312.2,1628,31.1,59,0,0,0,0,0
67216,L,301.7,310.9,2231,17.8,26,0,0,0,0,0
67217,L,300.3,311.8,1518,37.3,94,0,0,0,0,0
67218,M,300.2,311.6,1510,43.6,146,0,0,0,0,0
67219,H,302.4,311.5,1348,49.0,146,0,0,0,0,0
67220,M,301.8,310.3,1409,52.5,98,0,0,0,0,0
67221,M,298.2,308.0,1976,19.3,28,0,0,0,0,0
67222,M,296.1,307.1,1651,36.0,169,0,0,0,0,0
67223,L,298.3,307.8,1508,52.1,104,0,0,0,0,0
67224,L,300.7,311.9,1484,41.7,57,0,0,0,0,0
67225,L,300.4,311.7,1513,42.3,76,0,0,0,0,0
67226,L,301.5,311.1,1458,39.7,123,0,0,0,0,0
67227,L,299.3,308.9,1588,37.0,152,0,0,0,0,0
67228,L,300.6,311.7,1429,41.4,203,0,0,0,0,0
67229,L,301.1,312.4,1585,35.8,48,0,0,0,0,0
67230,L,303.5,312.4,1316,61.9,94,0,0,0,0,0
67231,M,297.7,307.2,1479,36.6,5,0,0,0,0,0
67232,M,297.3,308.9,1709,28.5,176,0,0,0,0,0
67233,M,300.4,309.7,1539,29.6,141,0,0,0,0,0
67234,M,300.4,309.6,1356,54.8,5,0,0,0,0,0
67235,L,302.2,311.8,1672,31.5,206,0,0,0,0,0
67236,L,298.1,307.7,1618,48.1,111,0,0,0,0,0
67237,M,301.7,310.6,1510,40.6,27,0,0,0,0,0
67238,L,303.5,312.1,1654,35.1,109,0,0,0,0,0
67239,L,301.0,310.8,1418,45.7,199,0,0,0,0,0
67240,L,302.5,311.0,1548,34.3,188,0,0,0,0,0
67241,M,303.7,312.8,1553,33.8,16,0,0,0,0,0
67242,M,300.7,310.5,1439,37.8,142,0,0,0,0,0
67243,H,302.5,311.5,1434,51.2,112,0,0,0,0,0
67244,L,298.5,308.2,1443,47.3,18,0,0,0,0,0
67245,L,301.7,310.1,1465,40.2,56,0,0,0,0,0
67246,L,298.9,310.1,1462,43.0,46,0,0,0,0,0
67247,L,300.5,309.7,1555,42.4,92,0,0,0,0,0
67248,L,300.2,311.8,1436,34.7,181,0,0,0,0,0
67249,L,298.3,308.3,1487,44.7,65,0,0,0,0,0
67250,L,297.6,308.6,1445,45.8,137,0,0,0,0,0
67251,L,301.9,310.7,1295,16.1,91,0,0,0,0,0
67252,M,298.8,309.9,1336,51.1,49,0,0,0,0,0
67253,L,297.4,308.8,1315,54.2,185,0,0,0,0,0
67254,L,304.0,313.3,1370,50.3,144,0,0,0,0,0
67255,L,299.6,309.5,1394,46.9,191,0,0,0,0,0
67256,H,298.0,308.0,1540,39.4,51,0,0,0,0,0
67257,L,300.9,310.6,1520,37.7,139,0,0,0,0,0
67258,H,297.5,309.5,1668,27.9,148,0,0,0,0,0
67259,L,298.3,310.1,1637,33.4,90,0,0,0,0,0
67260,L,300.6,312.0,1483,40.9,132,0,0,0,0,0
67261,L,299.8,310.9,1545,40.7,158,0,0,0,0,0
67262,L,297.4,308.4,1357,39.9,2,0,0,0,0,0
67263,M,303.1,312.6,1448,42.0,13,0,0,0,0,0
67264,L,298.9,310.0,1564,43.6,78,0,0,0,0,0
67265,L,300.6,311.7,1309,61.9,83,0,0,0,0,0
67266,M,297.0,307.9,1539,34.1,96,0,0,0,0,0
67267,L,296.8,307.9,1874,25.4,49,0,0,0,0,0
67268,L,297.4,308.2,1455,41.7,172,0,0,0,0,0
67269,L,298.4,309.6,1379,53.6,176,0,0,0,0,0
67270,L,299.6,309.1,1852,25.6,81,0,0,0,0,0
67271,M,297.4,308.9,1448,44.4,201,0,0,0,0,0
67272,L,303.9,313.0,1422,49.0,76,0,0,0,0,0
67273,M,300.2,311.4,1415,39.1,196,0,0,0,0,0
67274,L,300.2,309.8,1465,43.1,53,0,0,0,0,0
67275,M,300.0,311.3,1595,35.4,171,0,0,0,0,0
67276,L,297.1,307.9,1496,44.7,146,0,0,0,0,0
67277,L,299.1,308.8,1502,38.5,89,0,0,0,0,0
67278,L,300.3,311.4,1517,43.1,32,0,0,0,0,0
67279,M,297.4,308.9,1374,57.8,139,0,0,0,0,0
67280,L,297.6,308.5,1585,35.7,146,0,0,0,0,0
67281,M,303.6,312.6,1699,31.5,105,0,0,0,0,0
67282,L,300.1,311.4,1688,31.5,53,0,0,0,0,0
67283,L,301.4,310.6,1542,45.0,133,0,0,0,0,0
67284,L,299.5,309.2,1462,48.3,27,0,0,0,0,0
67285,H,298.0,308.6,1483,47.5,160,0,0,0,0,0
67286,L,297.8,307.4,1496,41.2,149,0,0,0,0,0
67287,L,300.3,311.7,1571,31.2,5,0,0,0,0,0
67288,L,298.7,309.6,1364,42.9,106,0,0,0,0,0
67289,L,300.7,311.7,1497,51.9,33,0,0,0,0,0
67290,L,299.6,310.9,1961,21.9,202,0,0,0,0,0
67291,L,299.2,310.2,1610,34.2,76,0,0,0,0,0
67292,H,300.7,312.3,1446,45.4,196,0,0,0,0,0
67293,M,298.0,308.7,1453,43.5,198,0,0,0,0,0
67294,L,302.0,310.4,1583,46.3,173,0,0,0,0,0
67295,L,300.2,309.6,1359,50.4,2,0,0,0,0,0
67296,L,298.9,310.2,1408,45.7,5,0,0,0,0,0
67297,L,302.8,312.3,1520,40.0,84,0,0,0,0,0
67298,L,298.3,309.5,1520,36.9,106,0,0,0,0,0
67299,M,298.0,307.5,1469,49.2,109,0,0,0,0,0
67300,L,298.3,308.6,1314,49.6,144,0,0,0,0,0
67301,L,302.7,310.5,1418,46.8,67,0,0,0,0,0
67302,H,300.5,311.6,1542,39.2,162,0,0,0,0,0
67303,M,298.0,307.6,1525,41.8,204,0,0,0,0,0
67304,L,300.9,312.5,1517,39.2,107,0,0,0,0,0
67305,L,300.0,311.3,1484,36.3,4,0,0,0,0,0
67306,L,297.5,308.3,1464,44.9,114,0,0,0,0,0
67307,M,300.6,310.7,1419,41.3,166,0,0,0,0,0
67308,L,298.7,308.4,1522,46.4,34,0,0,0,0,0
67309,L,300.2,311.1,1425,46.6,149,0,0,0,0,0
67310,L,299.2,308.5,1430,44.9,141,0,0,0,0,0
67311,L,300.8,310.7,1542,37.8,225,0,0,0,0,0
67312,L,300.0,309.1,1489,49.4,7,0,0,0,0,0
67313,L,298.6,309.8,1439,43.8,173,0,0,0,0,0
67314,L,299.3,308.6,1468,44.2,136,0,0,0,0,0
67315,L,299.2,310.4,1667,34.6,21,0,0,0,0,0
67316,L,298.9,308.6,1432,45.4,4,0,0,0,0,0
67317,M,298.2,308.8,1419,50.0,147,0,0,0,0,0
67318,M,300.0,309.0,1542,37.0,81,0,0,0,0,0
67319,L,301.6,310.5,1512,37.7,92,0,0,0,0,0
67320,M,297.4,308.8,1523,40.1,135,0,0,0,0,0
67321,L,296.8,307.9,1492,41.2,94,0,0,0,0,0
67322,L,300.3,309.7,1554,36.3,168,0,0,0,0,0
67323,M,298.2,308.0,1459,46.0,98,0,0,0,0,0
67324,L,297.1,308.0,1461,50.2,162,0,0,0,0,0
67325,L,298.1,308.0,1512,33.9,61,0,0,0,0,0
67326,L,301.8,310.6,1525,42.0,142,0,0,0,0,0
67327,L,301.8,310.8,1520,39.7,143,0,0,0,0,0
67328,L,298.2,309.4,1447,55.4,124,0,0,0,0,0
67329,L,301.5,310.4,1686,26.6,0,0,0,0,0,0
67330,L,297.3,308.3,1461,44.3,56,0,0,0,0,0
67331,M,303.7,313.0,1387,50.5,2,0,0,0,0,0
67332,L,298.8,308.9,1471,37.3,204,0,0,0,0,0
67333,L,301.3,310.6,1451,48.3,42,0,0,0,0,0
67334,L,298.2,307.8,1499,35.0,137,0,0,0,0,0
67335,H,300.5,311.4,1450,47.7,73,0,0,0,0,0
67336,L,302.1,311.4,1820,25.0,33,0,0,0,0,0
67337,L,299.2,310.7,1540,36.3,68,0,0,0,0,0
